feature_0,feature_1,feature_2,feature_3,target
2.4,1.2,0.8,0.4,2.06523
0.3,0.3,0.8,0.0,2.6913686
1.2,1.5,0.6,0.0,1.4494171
1.8,0.0,0.0,0.0,2.781939
2.1,1.8,0.8,0.0,1.8576373
2.7,1.5,0.4,0.0,1.3009739
2.7,1.5,0.8,0.2,1.6200057
0.6,2.4,0.8,0.0,2.4468427
2.4,0.9,0.6,0.2,2.1323805
0.9,2.1,0.6,0.2,1.1676189
3.0,0.9,0.4,0.0,2.0693715
1.8,1.2,0.6,0.4,0.9715786
0.0,2.7,0.6,0.2,1.4834782
2.4,0.9,0.6,0.0,2.4210553
1.2,1.2,0.8,0.4,1.3032646
0.9,1.5,0.0,0.0,2.5058138
1.2,3.0,0.6,0.2,1.2387506
2.4,1.8,0.4,0.2,1.1963247
3.0,0.6,0.8,0.2,2.0468855
2.4,0.6,0.6,0.2,2.1957943
2.4,3.0,0.8,0.0,2.3713665
0.6,3.0,0.0,0.0,3.0097997
1.2,1.5,0.4,0.2,1.1522559
1.2,3.0,0.8,0.2,1.2472136
1.2,2.7,0.6,0.2,1.3634733
1.5,3.0,0.8,0.2,1.8376613
0.3,2.7,0.8,0.0,2.6181936
0.0,1.5,0.6,0.2,1.3466381
1.5,0.3,0.8,0.0,1.7601026
1.8,2.4,0.4,0.2,2.0489576
1.5,2.4,0.8,0.0,2.6739275
2.4,2.4,0.8,0.4,1.8605646
1.2,2.1,0.4,0.0,1.2956343
1.5,0.9,0.2,0.0,1.7831378
1.5,1.8,0.6,0.2,1.3738083
1.8,0.3,0.6,0.2,1.264144
2.4,0.9,0.8,0.2,2.4491346
0.6,1.5,0.6,0.0,1.4854939
1.2,2.1,0.6,0.2,1.2364765
0.9,1.8,0.0,0.0,2.3865583
0.3,3.0,0.6,0.2,0.91455394
1.2,0.3,0.2,0.0,2.9071586
0.0,0.0,0.4,0.0,2.2300782
2.7,1.8,0.6,0.0,1.4047544
2.1,1.8,0.8,0.2,1.5986619
1.5,1.2,0.6,0.0,1.3916377
2.1,3.0,0.8,0.2,1.846816
2.1,0.6,0.4,0.2,1.4814017
2.1,2.7,0.8,0.0,2.9197974
1.2,1.2,0.4,0.0,1.9537896
0.3,0.0,0.6,0.0,2.331825
0.9,0.9,0.8,0.2,1.9039336
0.0,1.5,0.0,0.0,2.4940429
2.1,1.5,0.6,0.0,1.4489104
1.8,2.7,0.6,0.0,2.4088197
0.0,2.4,0.8,0.0,2.96216
3.0,0.3,0.0,0.0,3.8683076
2.1,1.5,0.2,0.0,1.1569134
2.7,2.1,0.8,0.4,2.5529792
2.1,0.3,0.6,0.0,2.508885
1.2,2.4,0.8,0.2,1.4269313
3.0,1.8,0.4,0.0,1.2950313
2.4,0.6,0.4,0.0,2.238255
0.9,3.0,0.4,0.0,2.4312258
2.1,0.6,0.2,0.0,2.0812612
3.0,2.4,0.8,0.2,1.603986
3.0,1.2,0.8,0.2,2.2680314
1.2,1.8,0.8,0.2,1.6333231
0.9,0.3,0.8,0.0,2.351954
0.0,1.8,0.6,0.0,1.4173571
2.4,1.5,0.4,0.0,1.3071859
0.3,2.1,0.4,0.0,1.9745405
2.7,0.6,0.8,0.2,2.471696
0.0,1.5,0.4,0.2,1.1740701
2.1,1.5,0.6,0.2,1.3191524
3.0,1.2,0.8,0.4,1.9922055
0.6,3.0,0.2,0.0,2.0474224
2.7,0.3,0.2,0.0,2.3201797
2.7,2.4,0.6,0.0,1.639968
0.3,0.6,0.8,0.0,3.6565
2.4,1.2,0.4,0.0,1.9679049
2.7,2.7,0.8,0.0,2.2866685
2.1,1.5,0.4,0.2,1.1615939
0.0,0.3,0.6,0.0,2.2089224
0.6,2.7,0.6,0.0,2.2010782
1.8,2.7,0.6,0.2,2.158917
2.1,3.0,0.8,0.0,2.3921454
2.4,3.0,0.8,0.2,2.1687903
0.3,3.0,0.6,0.0,2.3669283
0.0,0.3,0.0,0.0,3.2988963
1.2,2.4,0.6,0.2,1.3960469
1.5,2.1,0.8,0.2,1.6718286
3.0,0.0,0.4,0.0,2.156655
0.9,3.0,0.8,0.0,2.2606902
3.0,2.1,0.8,0.2,2.2647264
2.7,1.2,0.8,0.4,2.0502832
0.6,1.5,0.4,0.2,1.1740276
0.6,3.0,0.4,0.0,2.3661397
3.0,0.9,0.0,0.0,3.3558683
0.6,1.2,0.4,0.0,2.1630044
1.8,0.0,0.4,0.0,2.3893301
1.2,2.1,0.4,0.2,1.1142621
1.2,0.6,0.6,0.0,2.357354
1.2,1.8,0.6,0.2,1.3720603
2.7,0.3,0.6,0.2,2.2973611
1.8,1.5,0.4,0.2,1.1739511
2.1,2.4,0.4,0.0,2.1026518
0.9,0.6,0.6,0.0,2.7106612
2.4,0.3,0.8,0.0,2.6900797
3.0,1.8,0.2,0.0,1.3453184
3.0,0.6,0.0,0.0,3.6943207
3.0,0.9,0.2,0.0,1.782673
1.8,1.5,0.8,0.2,1.5826005
2.7,2.1,0.8,0.2,2.1484172
1.5,2.7,0.0,0.0,3.5322506
0.9,3.0,0.6,0.0,2.4120855
2.7,1.5,0.6,0.2,1.3443561
0.9,1.5,0.4,0.2,1.1921133
2.4,1.2,0.2,0.0,1.7652007
2.7,1.8,0.4,0.2,1.1641362
3.0,1.5,0.2,0.0,1.1514325
0.0,1.2,0.4,0.0,2.2107244
1.8,0.6,0.6,0.4,1.0583488
2.4,0.3,0.2,0.0,2.3757193
0.6,0.6,0.2,0.0,2.399789
1.8,0.3,0.0,0.0,2.705056
0.6,0.9,0.8,0.0,2.9648213
3.0,0.3,0.2,0.0,2.0684576
3.0,0.6,0.6,0.0,2.4902077
1.5,1.5,0.4,0.2,1.1671761
0.9,0.9,0.4,0.0,2.3540158
1.5,2.4,0.0,0.0,3.3736415
1.2,0.0,0.6,0.0,3.2890809
2.1,0.6,0.8,0.2,1.8232688
3.0,2.1,0.2,0.0,1.7527869
2.1,1.8,0.0,0.0,2.574281
0.3,2.1,0.8,0.4,1.7970895
3.0,1.8,0.4,0.2,1.1832172
1.8,1.5,0.2,0.0,1.1595742
0.6,2.4,0.2,0.0,1.7554586
2.4,1.5,0.6,0.4,1.0371057
0.3,0.0,0.4,0.0,2.2850442
0.3,2.1,0.0,0.0,3.0921218
2.4,1.5,0.0,0.0,2.3934546
2.7,2.7,0.4,0.0,1.6431941
2.4,1.8,0.0,0.0,2.607201
2.1,2.1,0.8,0.4,2.3852336
0.6,2.4,0.0,0.0,3.0213625
1.2,0.6,0.4,0.0,2.4245
2.7,1.8,0.8,0.0,1.7152156
2.7,2.7,0.6,0.0,1.9001064
2.7,1.5,0.6,0.0,1.4844763
2.4,2.1,0.4,0.0,3.4995527
0.6,0.3,0.0,0.0,3.1564808
1.2,1.2,0.6,0.0,1.9815353
2.4,1.8,0.2,0.0,1.2578534
3.0,2.7,0.8,0.0,2.3931818
2.4,3.0,0.4,0.0,1.9563845
1.8,1.2,0.8,0.2,1.7706151
0.3,2.4,0.8,0.4,1.35947
1.5,0.6,0.2,0.0,2.0085213
2.7,0.0,0.4,0.0,2.3038797
3.0,0.9,0.8,0.0,2.875828
0.9,1.5,0.8,0.4,1.4002391
0.9,0.9,0.6,0.0,2.4551053
0.3,0.9,0.0,0.0,3.401583
2.1,2.1,0.6,0.2,2.1512485
3.0,1.2,0.6,0.2,2.003071
2.7,1.5,0.6,0.4,1.0442489
0.3,1.5,0.8,0.0,1.8359202
1.5,0.9,0.8,0.4,0.6735392
1.8,2.7,0.0,0.0,3.5868633
1.8,0.3,0.8,0.2,1.4848002
2.1,1.2,0.8,0.4,1.8975123
3.0,1.2,0.8,0.0,2.629234
0.9,1.5,0.6,0.2,1.3622159
0.3,2.4,0.8,0.2,1.6273483
0.3,0.9,0.8,0.0,2.8590527
1.5,1.2,0.2,0.0,1.2447883
2.1,0.9,0.8,0.0,2.6185846
3.0,0.0,0.8,0.2,1.7491837
2.4,0.3,0.8,0.4,2.3111174
0.3,1.5,0.4,0.2,1.1701301
1.5,2.7,0.6,0.2,1.6318086
1.2,1.5,0.2,0.0,1.1769155
0.6,1.2,0.8,0.4,1.6529725
2.4,1.5,0.8,0.2,1.607369
2.4,1.5,0.8,0.0,1.8714044
3.0,1.8,0.8,0.0,1.661466
1.5,1.5,0.4,0.0,1.3048365
2.1,0.3,0.0,0.0,3.415429
1.8,0.0,0.8,0.4,1.2208403
0.6,1.8,0.6,0.2,1.3212456
0.9,1.8,0.4,0.2,1.1952281
1.5,1.8,0.4,0.0,1.310922
2.4,1.2,0.6,0.2,1.9873881
0.9,1.2,0.0,0.0,3.017499
2.7,1.2,0.2,0.0,1.753574
2.1,1.8,0.6,0.0,1.480857
0.6,1.2,0.8,0.2,2.0346577
0.0,1.8,0.4,0.2,1.197088
0.0,1.2,0.6,0.0,2.2963002
0.6,1.5,0.4,0.0,1.3123046
0.9,1.8,0.6,0.2,1.3481685
3.0,0.0,0.6,0.0,2.5032356
0.6,2.7,0.2,0.0,1.8951981
0.6,1.5,0.8,0.0,1.8185289
1.8,1.5,0.6,0.0,1.454099
3.0,2.7,0.8,0.2,1.8460476
0.9,0.6,0.0,0.0,3.3615656
2.7,0.9,0.4,0.2,2.0698195
1.5,1.5,0.2,0.0,1.1784558
0.3,2.4,0.0,0.0,3.406409
0.9,1.5,0.4,0.0,1.3288175
0.3,2.7,0.0,0.0,3.4889536
0.9,1.2,0.6,0.0,2.1241617
0.9,0.0,0.6,0.0,2.471575
0.6,2.4,0.6,0.2,1.3218875
2.7,1.8,0.6,0.2,1.3170284
0.6,0.6,0.6,0.0,2.8713038
1.5,2.7,0.8,0.4,1.5258148
0.9,1.5,0.6,0.0,1.4950489
0.0,2.7,0.2,0.0,1.9249839
2.1,0.9,0.8,0.4,1.5339895
2.7,0.3,0.8,0.4,2.3693647
1.2,0.6,0.2,0.0,2.4290154
2.7,1.8,0.2,0.0,1.2536603
2.4,1.8,0.6,0.0,1.4408948
1.5,2.1,0.4,0.2,1.3254775
0.0,1.5,0.4,0.0,1.3178264
0.0,1.5,0.6,0.4,1.0904597
2.4,0.3,0.6,0.0,2.5504236
2.1,2.7,0.6,0.2,2.3048284
1.5,1.5,0.8,0.4,1.3940423
0.0,3.0,0.8,0.2,1.5632015
2.4,0.9,0.2,0.0,1.8244277
1.5,0.3,0.2,0.0,2.208252
2.1,1.5,0.8,0.0,1.8251911
1.5,1.2,0.4,0.0,1.297324
0.0,2.1,0.0,0.0,3.197632
1.8,1.8,0.8,0.0,1.9059143
2.4,0.6,0.0,0.0,3.4670546
2.7,1.2,0.8,0.2,2.3050904
0.0,2.1,0.6,0.2,2.024194
1.8,2.1,0.4,0.2,1.7479122
0.3,3.0,0.0,0.0,3.5009458
2.1,1.2,0.6,0.4,1.5418732
2.1,1.8,0.6,0.4,1.0930874
1.8,1.2,0.4,0.2,1.1809859
0.3,1.2,0.8,0.0,2.5796342
0.3,1.8,0.8,0.0,1.8614614
1.8,0.9,0.6,0.0,2.1382065
1.8,1.2,0.2,0.0,1.2881912
0.3,0.9,0.2,0.0,2.0788434
1.8,2.1,0.8,0.2,2.1381452
0.9,1.5,0.8,0.2,1.6262933
2.1,2.4,0.4,0.2,2.4791088
1.2,3.0,0.4,0.0,2.997004
2.1,2.7,0.4,0.2,2.3047357
1.8,0.6,0.4,0.2,1.0829524
0.0,2.7,0.8,0.0,3.001701
0.6,2.1,0.0,0.0,2.8697224
0.6,2.7,0.8,0.2,1.0281496
2.7,3.0,0.4,0.0,2.0189462
0.3,2.4,0.2,0.0,1.8560457
2.1,1.5,0.6,0.4,1.0384326
3.0,1.5,0.8,0.2,1.5987912
2.1,0.6,0.6,0.0,2.54256
1.5,1.2,0.0,0.0,2.1307611
1.5,0.3,0.0,0.0,2.4212108
1.5,0.9,0.4,0.0,1.6457138
1.5,1.2,0.6,0.2,1.1840962
0.9,1.2,0.4,0.0,2.0907722
2.1,1.8,0.8,0.4,1.4343631
2.4,1.8,0.4,0.0,1.2941164
3.0,3.0,0.4,0.0,1.9987416
0.3,1.8,0.6,0.2,1.285848
0.0,1.8,0.2,0.0,1.1188616
0.6,2.1,0.8,0.2,1.9985034
3.0,0.0,0.2,0.0,2.2652113
2.4,0.6,0.2,0.0,2.1837919
1.5,1.5,0.0,0.0,2.4247966
3.0,1.5,0.4,0.2,1.198263
1.8,1.8,0.8,0.4,1.4458027
0.0,2.7,0.6,0.0,2.4534485
1.2,2.1,0.8,0.4,1.154675
2.4,0.3,0.0,0.0,3.6385157
0.6,2.7,0.0,0.0,3.017986
0.6,1.2,0.0,0.0,3.1633768
2.7,0.6,0.4,0.0,2.1936443
0.6,1.8,0.8,0.4,1.3047059
1.2,0.6,0.6,0.2,1.3672663
0.3,2.1,0.2,0.0,1.7239742
0.0,0.0,0.2,0.0,2.1276217
3.0,1.2,0.4,0.2,1.8173223
1.5,0.9,0.4,0.2,0.6898057
2.7,0.0,0.8,0.4,2.3596616
0.0,0.0,0.0,0.0,4.013238
1.5,1.2,0.8,0.0,1.636213
3.0,1.8,0.0,0.0,2.6674778
2.1,2.1,0.4,0.0,2.3333228
0.6,1.2,0.6,0.2,1.806566
0.9,0.6,0.2,0.0,2.4728565
2.4,0.9,0.0,0.0,3.2879314
0.6,1.8,0.4,0.0,1.2813337
1.5,0.9,0.6,0.2,0.98730814
2.4,1.5,0.4,0.2,1.1814646
2.1,2.1,0.4,0.2,2.08977
1.8,2.1,0.0,0.0,3.2899463
2.4,0.0,0.2,0.0,2.544589
0.9,0.0,0.4,0.0,2.5373676
0.9,1.2,0.8,0.2,1.856517
1.2,1.2,0.8,0.0,2.266729
2.4,1.5,0.6,0.0,1.4701531
0.0,0.6,0.8,0.2,1.5740374
1.8,2.1,0.6,0.2,1.9309485
3.0,1.8,0.6,0.0,1.3715708
0.0,2.1,0.4,0.0,2.0169492
2.7,0.9,0.6,0.2,2.199656
1.5,1.8,0.8,0.4,1.4264172
1.5,2.7,0.6,0.0,2.679068
0.6,0.9,0.0,0.0,3.548998
2.4,2.4,0.8,0.2,1.5957141
1.5,2.4,0.6,0.0,2.3744977
3.0,3.0,0.6,0.2,1.4942577
0.9,0.6,0.8,0.0,2.8968368
2.7,0.0,0.0,0.0,3.9000096
0.6,3.0,0.8,0.2,0.8215422
1.2,0.3,0.8,0.2,2.0280225
2.7,0.0,0.6,0.2,2.2420855
2.4,0.3,0.4,0.2,2.1116638
1.5,3.0,0.8,0.0,2.9442146
1.2,1.8,0.6,0.0,1.5040818
2.4,2.4,0.8,0.0,1.9518229
2.1,2.4,0.6,0.2,2.4604862
2.7,1.2,0.4,0.2,1.8319677
2.7,1.5,0.4,0.2,1.1932526
1.2,1.5,0.8,0.0,1.7980796
2.1,3.0,0.4,0.2,1.703874
1.5,2.4,0.2,0.0,2.3735282
0.3,2.1,0.8,0.2,2.1622622
3.0,0.6,0.2,0.0,1.902762
2.1,0.9,0.4,0.0,2.1605892
2.7,0.9,0.0,0.0,3.3429086
0.6,2.1,0.2,0.0,1.5523583
0.9,2.1,0.2,0.0,1.0619677
1.8,0.0,0.6,0.2,1.5541813
2.1,2.4,0.0,0.0,3.3355258
1.8,2.4,0.8,0.0,2.7682493
2.7,3.0,0.2,0.0,2.2064931
2.1,1.2,0.6,0.2,2.0248704
1.8,1.8,0.6,0.4,1.0752947
3.0,1.5,0.6,0.2,1.3243673
1.8,1.5,0.6,0.4,1.059334
2.7,1.5,0.0,0.0,2.4173071
2.4,2.7,0.4,0.0,1.5341525
3.0,3.0,0.2,0.0,2.0707428
0.3,1.8,0.8,0.4,1.2594995
0.6,3.0,0.8,0.0,2.4679613
1.8,0.9,0.0,0.0,2.7391248
1.8,0.0,0.8,0.2,1.6491209
1.8,1.8,0.4,0.2,1.224635
3.0,1.2,0.4,0.0,1.9509597
2.7,0.0,0.8,0.2,2.345488
1.2,1.8,0.4,0.2,1.229254
0.6,2.1,0.8,0.4,1.6015795
2.7,3.0,0.6,0.2,2.1186292
0.0,3.0,0.2,0.0,1.9972364
0.3,1.5,0.6,0.0,1.4851552
3.0,1.5,0.0,0.0,2.4043813
1.5,1.5,0.8,0.0,1.8268416
0.3,2.1,0.8,0.0,2.6714408
0.9,2.1,0.0,0.0,2.283367
2.7,0.9,0.2,0.0,1.7723151
1.8,1.2,0.8,0.0,2.0576723
0.0,2.1,0.8,0.0,2.7672248
0.9,1.2,0.8,0.0,2.4319158
1.5,1.8,0.2,0.0,1.1703217
0.0,1.8,0.8,0.2,1.5264027
0.0,2.1,0.2,0.0,1.770389
1.2,3.0,0.6,0.0,2.9163637
0.6,1.2,0.2,0.0,2.2243316
2.7,1.8,0.8,0.2,1.5247079
2.4,1.8,0.8,0.2,1.5759408
1.5,2.4,0.6,0.2,1.7446934
2.4,3.0,0.6,0.0,2.092924
2.4,0.0,0.8,0.2,2.2922435
0.0,1.5,0.8,0.0,1.8244139
2.7,1.5,0.2,0.0,1.1515329
2.1,1.5,0.4,0.0,1.2947832
1.2,1.5,0.6,0.4,1.0583059
1.8,0.9,0.4,0.2,1.011515
0.6,1.8,0.0,0.0,2.3085449
0.6,1.8,0.2,0.0,1.1136482
0.6,1.5,0.6,0.2,1.3363923
1.2,0.6,0.8,0.2,1.6870222
1.2,1.8,0.4,0.0,1.3008502
0.3,0.0,0.2,0.0,2.0041983
1.8,1.2,0.0,0.0,2.1919074
2.4,1.2,0.0,0.0,3.0966141
2.4,1.5,0.8,0.4,1.3909808
1.2,0.3,0.4,0.0,2.936628
1.5,0.6,0.8,0.0,1.5699311
0.0,1.8,0.4,0.0,1.2480391
2.7,2.4,0.6,0.2,1.4216207
3.0,0.3,0.6,0.2,1.6906041
0.9,2.1,0.8,0.4,1.0733312
0.0,0.3,0.8,0.0,2.5723972
2.7,1.5,0.8,0.0,1.8948495
1.2,0.0,0.6,0.2,1.591673
2.4,0.0,0.0,0.0,3.6892145
0.6,0.9,0.6,0.0,2.697675
2.1,0.3,0.6,0.2,1.5728425
1.5,0.9,0.0,0.0,1.8573532
1.5,0.6,0.8,0.2,1.2227467
3.0,2.1,0.8,0.0,2.6447866
3.0,2.4,0.6,0.0,1.7962927
1.8,1.5,0.0,0.0,2.4058492
0.3,2.1,0.6,0.2,1.9178225
2.4,0.3,0.4,0.0,2.3481796
0.6,1.5,0.0,0.0,2.4818523
0.0,2.1,0.8,0.4,1.9802744
0.3,2.7,0.6,0.0,2.3869321
0.6,1.2,0.8,0.0,2.5200996
2.1,3.0,0.8,0.4,1.5248808
0.6,2.4,0.8,0.2,1.443042
0.9,1.8,0.4,0.0,1.287441
1.8,2.4,0.8,0.4,2.0568523
0.6,3.0,0.6,0.2,0.5659447
0.6,3.0,0.6,0.0,2.4764097
2.1,0.0,0.6,0.0,2.30441
1.2,1.8,0.2,0.0,1.150961
2.1,0.9,0.0,0.0,3.194736
0.3,1.8,0.0,0.0,2.2659836
2.7,3.0,0.8,0.2,2.1903636
2.1,0.9,0.6,0.2,1.7529182
0.0,0.6,0.8,0.0,2.4072838
2.1,0.9,0.2,0.0,1.9040895
1.5,3.0,0.4,0.0,2.8976116
2.4,0.0,0.6,0.0,2.3177845
2.1,2.1,0.6,0.4,2.1684365
1.8,0.6,0.4,0.0,2.0613759
3.0,2.1,0.4,0.0,2.319969
0.3,1.8,0.2,0.0,1.0918586
1.8,0.3,0.4,0.2,1.069081
1.5,1.2,0.8,0.2,1.3735673
1.8,2.7,0.8,0.4,2.0192235
2.7,0.9,0.4,0.0,2.088274
1.5,0.9,0.6,0.0,1.5061755
0.3,0.0,0.8,0.2,1.172402
1.8,0.0,0.2,0.0,2.7236514
1.8,0.6,0.6,0.2,1.1903877
0.3,0.0,0.6,0.2,0.90123564
0.9,1.2,0.8,0.4,1.486339
1.5,1.8,0.8,0.2,1.6328135
0.9,0.0,0.0,0.0,2.5248704
1.8,0.9,0.8,0.0,2.3035302
2.7,0.9,0.8,0.2,2.4610739
0.3,1.2,0.0,0.0,3.2565405
0.9,0.9,0.0,0.0,3.3567722
0.3,2.1,0.6,0.0,2.2254012
1.8,1.2,0.8,0.4,1.4155166
2.4,0.6,0.8,0.4,2.186104
2.7,0.6,0.6,0.0,2.5081666
2.1,0.3,0.8,0.4,1.4844712
0.9,0.9,0.2,0.0,2.447298
2.7,1.8,0.6,0.4,1.1011047
1.8,0.6,0.8,0.4,1.0669286
2.4,3.0,0.0,0.0,3.162319
1.8,0.0,0.8,0.0,1.9765573
1.2,1.8,0.8,0.4,1.3818569
1.2,0.6,0.8,0.0,2.374728
2.1,2.7,0.2,0.0,2.4791946
2.1,0.9,0.6,0.4,1.3839167
1.2,2.4,0.8,0.0,2.363367
0.6,0.9,0.2,0.0,2.4144762
2.1,0.0,0.0,0.0,3.338446
2.1,3.0,0.2,0.0,2.589822
2.7,0.6,0.6,0.2,2.2483416
2.7,3.0,0.8,0.4,2.318541
2.4,2.1,0.2,0.0,3.465864
2.1,2.4,0.8,0.0,2.8931723
1.2,1.5,0.8,0.4,1.353396
0.6,2.4,0.6,0.0,2.1935763
2.4,0.3,0.8,0.2,2.3611896
1.8,1.5,0.8,0.4,1.3969743
0.9,0.6,0.4,0.0,2.5001512
2.7,0.3,0.4,0.0,2.2988625
2.4,1.8,0.6,0.2,1.3492384
0.0,2.4,0.6,0.2,1.7284982
1.8,2.7,0.8,0.2,2.1631157
0.9,1.5,0.2,0.0,1.2093055
3.0,1.8,0.6,0.2,1.3038919
1.8,1.8,0.8,0.2,1.6246358
2.7,1.5,0.8,0.4,1.3903549
2.1,1.2,0.0,0.0,2.9593167
1.2,0.9,0.0,0.0,3.007065
1.2,0.3,0.8,0.0,2.7002351
2.1,2.1,0.0,0.0,3.587179
2.4,0.9,0.4,0.0,2.1175525
1.5,2.1,0.8,0.4,1.4100368
1.2,2.7,0.6,0.0,2.7618165
2.7,1.8,0.4,0.0,1.2784953
1.5,1.8,0.4,0.2,1.2337376
0.3,1.5,0.6,0.2,1.3333168
2.1,0.3,0.4,0.0,2.5215352
0.3,1.2,0.8,0.2,2.195259
0.0,3.0,0.6,0.0,2.497549
1.5,1.8,0.8,0.0,1.918889
1.5,2.7,0.8,0.0,2.9120023
2.4,1.8,0.8,0.4,1.4293716
3.0,1.2,0.6,0.0,2.171997
1.5,0.6,0.6,0.0,1.5812095
1.5,0.6,0.4,0.0,1.7770839
1.2,1.2,0.8,0.2,1.6830018
0.0,2.1,0.8,0.2,2.3076181
3.0,3.0,0.6,0.0,2.3861847
1.8,1.8,0.2,0.0,1.1866415
1.2,1.5,0.8,0.2,1.5785985
2.4,0.6,0.4,0.2,2.0743906
0.3,2.4,0.6,0.2,1.4746648
1.2,1.2,0.6,0.2,1.4850854
2.7,3.0,0.6,0.0,2.254152
0.3,1.2,0.2,0.0,2.2408028
2.7,0.9,0.8,0.4,2.2645688
2.4,3.0,0.4,0.2,2.1924994
2.4,2.4,0.4,0.2,1.3635544
1.5,1.8,0.0,0.0,2.5205476
0.0,1.5,0.8,0.4,1.3939087
2.7,2.4,0.4,0.0,1.3511739
1.8,0.3,0.8,0.4,1.0937555
1.8,2.1,0.8,0.4,1.9342141
0.0,1.5,0.6,0.0,1.4765261
0.3,0.9,0.6,0.0,2.8121972
1.2,1.5,0.0,0.0,2.4140463
1.5,2.4,0.4,0.2,1.6499013
3.0,0.9,0.8,0.4,1.9981948
2.1,1.2,0.4,0.2,1.6847352
2.1,1.2,0.6,0.0,2.1155195
0.0,1.8,0.8,0.0,1.8175395
0.9,1.8,0.8,0.0,1.9068648
1.2,3.0,0.8,0.0,2.8940637
2.7,0.6,0.8,0.4,2.265444
2.7,1.2,0.6,0.0,2.1940334
2.7,1.2,0.6,0.2,2.0114253
1.5,2.7,0.2,0.0,2.5984638
1.8,1.5,0.4,0.0,1.3003671
0.3,2.7,0.8,0.2,1.3666612
3.0,1.5,0.8,0.0,1.8888426
0.3,2.4,0.4,0.0,2.1372948
0.3,2.7,0.2,0.0,1.8912156
0.3,3.0,0.8,0.2,1.2073656
1.8,1.5,0.8,0.0,1.8191725
2.1,3.0,0.4,0.0,2.3777254
0.0,1.2,0.8,0.2,2.3623662
2.4,1.2,0.8,0.2,2.2321315
2.1,1.5,0.0,0.0,2.363604
2.1,1.8,0.4,0.2,1.2179881
0.3,0.0,0.8,0.0,2.5166557
3.0,0.9,0.6,0.0,2.352101
0.6,2.7,0.6,0.2,0.77089316
2.4,2.4,0.6,0.0,1.5595274
2.1,2.7,0.6,0.0,2.5162578
2.4,1.5,0.2,0.0,1.1528454
3.0,0.3,0.6,0.0,2.4813695
1.8,2.4,0.0,0.0,3.663632
1.5,0.9,0.8,0.0,1.4872679
0.3,1.2,0.4,0.0,2.2145069
1.8,0.3,0.8,0.0,1.8383104
0.3,1.5,0.4,0.0,1.3167467
2.1,0.0,0.8,0.2,1.7501966
2.1,0.0,0.2,0.0,2.6114578
1.8,0.9,0.6,0.4,0.82370305
0.6,2.1,0.6,0.0,2.021069
0.3,1.5,0.8,0.4,1.3942302
1.5,0.3,0.4,0.0,2.0757902
2.1,0.0,0.8,0.0,2.3398824
2.7,3.0,0.0,0.0,3.4099112
0.3,3.0,0.8,0.0,2.507876
0.6,0.3,0.8,0.0,2.6981268
2.7,2.4,0.8,0.0,2.0876877
2.1,1.5,0.8,0.2,1.5788798
3.0,0.3,0.4,0.0,2.2454991
0.6,1.5,0.8,0.2,1.6027011
0.0,1.2,0.8,0.0,2.5694413
1.8,2.7,0.8,0.0,2.8370156
1.2,2.7,0.8,0.2,1.3934351
